NID,Title,URL,Organization,Product,Issue,What you should do,Category,Recall class,Last updated,Archived,Main issue,Secondary issue,Bacteria subtype
76298,Various brands of beef jelly tongue products recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-beef-jelly-tongue-products-recalled-due-listeria-monocytogenes,CFIA,Beef jelly tongue,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Processed,Class 1,2024-10-09,0,Listeria,,
75973,Malpeque brand Large Standard Oysters recalled due to generic E. coli,https://recalls-rappels.canada.ca/en/alert-recall/malpeque-brand-large-standard-oysters-recalled-due-generic-e-coli,CFIA,Large Standard Oysters,E. Coli - non-pathogenic,,Fish and seafood,Class 2,2024-08-22,0,E. Coli,,non-pathogenic
75941,European Butcher brand back bacon recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/european-butcher-brand-back-bacon-recalled-due-listeria-monocytogenes,CFIA,Back bacon,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Processed,Class 1,2024-08-19,0,Listeria,,
75933,"La Réserve des Crémiers brand ""Tomme de savoie fruitière"" recalled due to Listeria monocytogenes",https://recalls-rappels.canada.ca/en/alert-recall/reserve-cremiers-brand-tomme-savoie-fruitiere-recalled-due-listeria-monocytogenes,CFIA,"""Tomme de savoie fruitière""",Listeria,,Dairy,Class 1,2024-08-15,0,Listeria,,
75906,Hải Yến Ocean Swallow brand Frozen Shredded Young Coconut recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/hai-yen-ocean-swallow-brand-frozen-shredded-young-coconut-recalled-due-salmonella,CFIA,Frozen Shredded Young Coconut,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Salmonella&nbsp;may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Frozen,Class 2,2024-08-08,0,Salmonella,,
75861,Rambrich Farms brand Mint recalled due to generic E. coli,https://recalls-rappels.canada.ca/en/alert-recall/rambrich-farms-brand-mint-recalled-due-generic-e-coli,CFIA,Mint,E. Coli - non-pathogenic,,Herbs and spices,Class 2,2024-07-22,0,E. Coli,,non-pathogenic
75838,"WeCook brand Swiss cheese meatballs, creamy mustard sauce recalled due to Listeria monocytogenes",https://recalls-rappels.canada.ca/en/alert-recall/wecook-brand-swiss-cheese-meatballs-creamy-mustard-sauce-recalled-due-listeria,CFIA,"Swiss cheese meatballs, creamy mustard sauce",Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Multiple food items,Class 1,2024-07-19,0,Listeria,,
75798,Al'Fez brand Natural Tahini recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/al-fez-brand-natural-tahini-recalled-due-salmonella,CFIA,Tahini ,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Salmonella&nbsp;may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.","Nuts, grains, and seeds",Class 2,2024-07-12,0,Salmonella,,
75799,Various Silk and Great Value brand plant based refrigerated beverages recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/various-silk-and-great-value-brand-plant-based-refrigerated-beverages-recalled-due,CFIA,Plant based refrigerated beverages ,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare provider.Check to see if you have recalled products in your home or establishment by looking for the specific product name and size, UPC and codes in the recall alert.Do not consume, serve, use, sell, or distribute recalled products.Recalled products should be thrown out or returned to the location where they were purchased. Consumers who are unsure if they have purchased the recalled products are advised to contact their retailer.Food contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Sign up for recall notifications by email and follow us on social media View our detailed explanation of the food safety investigation and recall process&nbsp;Report a food safety or labelling concern to the CFIA",Non-alcoholic,Class 1,2024-07-08,0,Listeria,,
75540,Meta brand Enoki Mushroom recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/meta-brand-enoki-mushroom-recalled-due-listeria-monocytogenes,CFIA,Enoki Mushroom,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2024-05-22,0,Listeria,,
75516,Frito Lay brand SunChips Multigrains Harvest Cheddar Snacks and  Original Munchies Snack Mix recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/frito-lay-brand-sunchips-multigrains-harvest-cheddar-snacks-and-original-munchies,CFIA,SunChips  Multigrains Harvest Cheddar Snacks and Original Munchies Snack Mix,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Candy, confectionary, snacks and sweeteners",Class 2,2024-05-14,0,Salmonella,,
75557,Perth County Ingredients brand Spray-Dried Hi Whip Cage Free Albumen recalled due to Salmonella ,https://recalls-rappels.canada.ca/en/alert-recall/perth-county-ingredients-brand-spray-dried-hi-whip-cage-free-albumen-recalled-due,CFIA,Spray-Dried Hi Whip Cage Free Albumen,Salmonella,,Egg products,Class 2,2024-05-14,0,Salmonella,,
75487,Western Family brand Yogurt covered pretzels and Milk chocolate covered pretzels recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/western-family-brand-yogurt-covered-pretzels-and-milk-chocolate-covered-pretzels,CFIA,Yogurt covered pretzels and Milk chocolate covered pretzels,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Salmonella&nbsp;may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Candy, confectionary, snacks and sweeteners",Class 2,2024-05-06,0,Salmonella,,
75477,Juewei brand and Kingwuu brand meat products recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/juewei-brand-and-kingwuu-brand-meat-products-recalled-due-listeria-monocytogenes,CFIA,Meat products,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Processed,Class 1,2024-05-03,0,Listeria,,
75442,Juewei brand meat and vegetable products recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/juewei-brand-meat-and-vegetable-products-recalled-due-listeria-monocytogenes,CFIA,Meat and vegetable products,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Processed - Fruits and vegetables - Egg products,Class 1,2024-04-27,0,Listeria,,
75448,Kingwuu brand and T&T Kitchen brand meat and vegetable products recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/kingwuu-brand-and-tt-kitchen-brand-meat-and-vegetable-products-recalled-due-listeria,CFIA,Meat and vegetable products,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Processed - Fruits and vegetables,Class 1,2024-04-27,0,Listeria,,
75298,Eat Sum More brand Beef Biltong - Original recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/eat-sum-more-brand-beef-biltong-original-recalled-due-salmonella,CFIA,Beef Biltong - Original,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Salmonella&nbsp;may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Processed,Class 2,2024-03-27,0,Salmonella,,
75291,Enoki Mushroom recalled due to Listeria monocytogenes ,https://recalls-rappels.canada.ca/en/alert-recall/enoki-mushroom-recalled-due-listeria-monocytogenes-3,CFIA,Enoki Mushroom,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2024-03-26,0,Listeria,,
75247,K-Fresh brand Enoki Mushroom recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/k-fresh-brand-enoki-mushroom-recalled-due-listeria-monocytogenes,CFIA,Enoki Mushroom ,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2024-03-14,0,Listeria,,
75109,Taylor Farms brand Mexican Style Street Corn Chopped (Salad) Kit recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/taylor-farms-brand-mexican-style-street-corn-chopped-salad-kit-recalled-due-salmonella,CFIA,Mexican Style Street Corn Chopped (Salad) Kit,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Salmonella&nbsp;may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 2,2024-02-20,0,Salmonella,,
75088,Certain brands of eggs recalled due to Salmonella ,https://recalls-rappels.canada.ca/en/alert-recall/certain-brands-eggs-recalled-due-salmonella,CFIA,Eggs,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsConsumers who are unsure if they have purchased the recalled product are advised to contact their retailerDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Salmonella&nbsp;may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Egg products,Class 2,2024-02-17,0,Salmonella,,
75086,Modhani brand Paneer recalled due to generic E. coli,https://recalls-rappels.canada.ca/en/alert-recall/modhani-brand-paneer-recalled-due-generic-e-coli,CFIA,Paneer,E. Coli - non-pathogenic,,Dairy,Class 2,2024-02-15,0,E. Coli,,non-pathogenic
75060,Dole brand and President's Choice brand Salad Kits recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/dole-brand-and-president-s-choice-brand-salad-kits-recalled-due-listeria-monocytogenes,CFIA,Salad Kits,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2024-02-09,0,Listeria,,
75035,Rojo's brand Black Bean 6 Layer Dip recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/rojo-s-brand-black-bean-6-layer-dip-recalled-due-listeria-monocytogenes,CFIA,Black bean 6 layer dip ,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Multiple food items,Class 1,2024-02-08,0,Listeria,,
75034,President's Choice brand and Taylor Farms brand Mexican-Style Street Corn Salad Kits recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-and-taylor-farms-brand-mexican-style-street-corn-salad-kits,CFIA,Mexican-Style Street Corn Salad Kits,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2024-02-07,0,Listeria,,
75050,"Southwest Potato, Black Bean, & Egg Wrap recalled due to Listeria monocytogenes ",https://recalls-rappels.canada.ca/en/alert-recall/southwest-potato-black-bean-egg-wrap-recalled-due-listeria-monocytogenes,CFIA,"Southwest Potato, Black Bean, & Egg Wrap",Listeria,,Multiple food items,Class 1,2024-02-07,0,Listeria,,
74951,Bauman's Country Meat Shop brand Summer Sausages recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/bauman-s-country-meat-shop-brand-summer-sausages-recalled-due-listeria-monocytogenes,CFIA,Summer Sausages,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Processed,Class 1,2024-02-06,0,Listeria,,
73137,Eagle brand Corn (frozen) recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/eagle-brand-corn-frozen-recalled-due-salmonella,CFIA,Corn (frozen),Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risks Sign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Frozen,Class 2,2024-01-15,0,Salmonella,,
74913,Urban Fare brand UF Chia Tropical Fruit Parfait and Yogurt Parfait recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/urban-fare-brand-uf-chia-tropical-fruit-parfait-and-yogurt-parfait-recalled-due,CFIA,"UF Chia Tropical Fruit Parfait, Yogurt Parfait",Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Salmonella&nbsp;may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Other,Class 2,2024-01-15,0,Salmonella,,
74904,Various parfait and yogurt bowls recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/various-parfait-and-yogurt-bowls-recalled-due-salmonella,CFIA,Various parfait and yogurt bowls,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Other,Class 2,2024-01-12,0,Salmonella,,
73136,Quaker brand granola bars and cereals and Cap'n Crunch brand Treats Crunch Berries Cereal Bars recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/quaker-brand-granola-bars-and-cereals-and-cap-n-crunch-brand-treats-crunch-berries,CFIA,Granola bars and cereals,Salmonella,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risks Sign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Grain products - Cereal,Class 2,2024-01-11,0,Salmonella,,
74823,Various brands of gorgonzola truffle cheese recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/various-brands-gorgonzola-truffle-cheese-recalled-due-listeria-monocytogenes,CFIA,Various brands of gorgonzola truffle cheese,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Dairy,Class 1,2023-12-28,0,Listeria,,
74869,Erborinato Al Tartufo recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/erborinato-al-tartufo-recalled-due-listeria-monocytogenes,CFIA,Erborinato Al Tartufo,Listeria,,Dairy,Class 1,2023-12-25,0,Listeria,,
74743,Golden Mushroom brand Enoki Mushroom recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/golden-mushroom-brand-enoki-mushroom-recalled-due-listeria-monocytogenes-3,CFIA,Enoki Mushroom,Listeria,"If you think you became sick from consuming a recalled product, contact your healthcare providerCheck to see if you have recalled productsDo not consume, serve, use, sell, or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with&nbsp;Listeria monocytogenes&nbsp;may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 2,2023-12-15,0,Listeria,,
